Symbol,Name,Last Sale,Net Change,% Change,Market Cap,Country,IPO Year,Volume,Sector,Industry
META,Meta Platforms Inc. Class A Common Stock,$314.01,5.36,1.737%,804723485996.00,United States,2012,17773048,Technology,Computer Software: Programming Data Processing
MPWR,Monolithic Power Systems Inc. Common Stock,$413.49,-6.55,-1.559%,19755725220.00,United States,2004,624166,Technology,Semiconductors
MRVL,Marvell Technology Inc. Common Stock,$49.02,-0.45,-0.91%,42294456000.00,United States,2000,8741839,Technology,Semiconductors
MSFT,Microsoft Corporation Common Stock,$329.32,2.65,0.811%,2446769788929.00,United States,1986,24336413,Technology,Computer Software: Prepackaged Software
MU,Micron Technology Inc. Common Stock,$66.88,-0.34,-0.506%,73436545420.00,United States,,9476669,Technology,Semiconductors
NTAP,NetApp Inc. Common Stock,$73.27,-1.02,-1.373%,15298127927.00,United States,1995,1616975,Technology,Electronic Components
NTES,NetEase Inc. American Depositary Shares,$100.87,0.25,0.248%,65033382406.00,China,,1255275,Technology,Computer Software: Prepackaged Software
NVDA,NVIDIA Corporation Common Stock,$429.75,15.88,3.837%,1061482500000.00,United States,1999,47718314,Technology,Semiconductors
NXPI,NXP Semiconductors N.V. Common Stock,$182.35,-3.41,-1.836%,47010219135.00,Netherlands,2010,1700541,Technology,Semiconductors
OKTA,Okta Inc. Class A Common Stock,$69.42,-6.15,-8.138%,11388484772.00,United States,2017,11184874,Technology,Computer Software: Prepackaged Software
ON,ON Semiconductor Corporation Common Stock,$83.61,-1.22,-1.438%,36080135844.00,United States,,5548385,Technology,Semiconductors
PANW,Palo Alto Networks Inc. Common Stock,$246.17,3.07,1.263%,75966733667.00,United States,,2381677,Technology,Computer peripheral equipment
PCTY,Paylocity Holding Corporation Common Stock,$187.27,-2.00,-1.057%,10472352450.00,United States,2014,216078,Technology,Computer Software: Prepackaged Software
PTC,PTC Inc. Common Stock,$136.10,-1.65,-1.198%,16173200017.00,United States,,576920,Technology,Computer Software: Prepackaged Software
QCOM,QUALCOMM Incorporated Common Stock,$108.66,0.03,0.028%,121264560000.00,United States,1991,6677939,Technology,Radio And Television Broadcasting And Communications Equipment
SMCI,Super Micro Computer Inc. Common Stock,$254.89,6.31,2.538%,13485196831.00,United States,2020,2944686,Technology,Computer Manufacturing
SNPS,Synopsys Inc. Common Stock,$467.82,0.18,0.038%,71147851269.00,United States,1992,763543,Technology,EDP Services
SPLK,Splunk Inc. Common Stock,$148.02,0.49,0.332%,24822954000.00,United States,2012,1096229,Technology,Computer Software: Prepackaged Software
SSNC,SS&C Technologies Holdings Inc. Common Stock,$49.75,-0.33,-0.659%,12342397204.00,United States,2010,720383,Technology,EDP Services
STX,Seagate Technology Holdings PLC Ordinary Shares (Ireland),$65.25,-1.44,-2.159%,13532409041.00,Ireland,2002,2148467,Technology,Electronic Components
SWKS,Skyworks Solutions Inc. Common Stock,$90.46,-1.73,-1.877%,14418652244.00,United States,,1316732,Technology,Semiconductors
TEAM,Atlassian Corporation Class A Common Stock,$185.96,-1.11,-0.593%,47862508649.00,Australia,2015,1007835,Technology,Computer Software: Prepackaged Software
TMUS,T-Mobile US Inc. Common Stock,$137.74,0.75,0.547%,162045218722.00,United States,,3353121,Telecommunications,Telecommunications Equipment
TTD,The Trade Desk Inc. Class A Common Stock,$73.64,-0.42,-0.567%,36098210544.00,United States,2016,4546836,Technology,Computer Software: Programming Data Processing
TTWO,Take-Two Interactive Software Inc. Common Stock,$142.17,1.59,1.131%,24144840429.00,United States,1997,2809936,Technology,Computer Software: Prepackaged Software
TXN,Texas Instruments Incorporated Common Stock,$146.32,-1.49,-1.008%,132853632967.00,United States,,5395815,Technology,Semiconductors
VOD,Vodafone Group Plc American Depositary Shares,$9.15,-0.11,-1.188%,26368129501.00,United Kingdom,,4486187,Telecommunications,Telecommunications Equipment
VRSK,Verisk Analytics Inc. Common Stock,$230.87,-3.58,-1.527%,33482401498.00,United States,2009,1242462,Technology,EDP Services
VRSN,VeriSign Inc. Common Stock,$206.42,-1.70,-0.817%,21288871771.00,United States,1998,495510,Technology,EDP Services
VRTX,Vertex Pharmaceuticals Incorporated Common Stock,$367.66,5.80,1.603%,94891139683.00,United States,1991,1565984,Technology,EDP Services
WBD,Warner Bros. Discovery Inc. Series A Common Stock ,$10.14,-0.19,-1.839%,24715077816.00,United States,,14011608,Telecommunications,Cable & Other Pay Television Services
WDAY,Workday Inc. Class A Common Stock,$209.58,-1.58,-0.748%,54909960000.00,United States,,1197876,Technology,EDP Services
WDC,Western Digital Corporation Common Stock,$41.81,-1.05,-2.45%,13458470129.00,United States,,4064360,Technology,Electronic Components
ZM,Zoom Video Communications Inc. Class A Common Stock,$61.13,-0.58,-0.94%,18397498598.00,United States,2019,2046192,Technology,Computer Software: Programming Data Processing
ZS,Zscaler Inc. Common Stock,$162.48,0.29,0.179%,23911982237.00,United States,2018,1280218,Technology,EDP Services
