Symbol,Name,Last Sale,Net Change,% Change,Market Cap,Country,IPO Year,Volume,Sector,Industry
CRWD,CrowdStrike Holdings Inc. Class A Common Stock,$277.28,5.61,2.065%,67479037982.00,United States,2019,6609240,Technology,Computer Software: Prepackaged Software
CSCO,Cisco Systems Inc. Common Stock (DE),$50.54,0.15,0.298%,203616298779.00,United States,1990,15615276,Telecommunications,Computer Communications Equipment
CTSH,Cognizant Technology Solutions Corporation Class A Common Stock,$77.77,0.63,0.817%,38547320794.00,United States,1998,3383220,Technology,EDP Services
CYBR,CyberArk Software Ltd. Ordinary Shares,$286.74,0.23,0.08%,12116295045.00,Israel,2014,385464,Technology,Computer Software: Prepackaged Software
DDOG,Datadog Inc. Class A Common Stock,$116.26,1.08,0.938%,36169690454.00,United States,2019,2436181,Technology,Computer Software: Prepackaged Software
DOCU,DocuSign Inc. Common Stock,$59.21,0.18,0.305%,12121255320.00,United States,1989,3188045,Technology,Computer Software: Prepackaged Software
DOX,Amdocs Limited Ordinary Shares,$86.97,1.65,1.934%,10205739818.00,Guernsey,,605491,Technology,EDP Services
EA,Electronic Arts Inc. Common Stock,$151.82,1.57,1.045%,40110833524.00,United States,,2315553,Technology,Computer Software: Prepackaged Software
ENPH,Enphase Energy Inc. Common Stock,$121.04,-0.26,-0.214%,16391498125.00,United States,2012,1999512,Technology,Semiconductors
ERIC,Ericsson American Depositary Shares,$7.45,0.02,0.269%,24913930426.00,Sweden,,12942040,Technology,Radio And Television Broadcasting And Communications Equipment
FFIV,F5 Inc. Common Stock,$203.15,1.01,0.50%,11840485814.00,United States,1999,570462,Telecommunications,Computer Communications Equipment
FLEX,Flex Ltd. Ordinary Shares,$32.49,0.15,0.464%,12900845855.00,Singapore,1994,2390515,Technology,Electrical Products
FSLR,First Solar Inc. Common Stock,$227.37,4.27,1.914%,24339256609.00,United States,2006,1235063,Technology,Semiconductors
FTNT,Fortinet Inc. Common Stock,$76.71,0.44,0.577%,58676091529.00,United States,2009,3585014,Technology,Computer peripheral equipment
GEN,Gen Digital Inc. Common Stock,$26.46,0.04,0.151%,16286792056.00,United States,,5696208,Technology,Computer Software: Prepackaged Software
GFS,GlobalFoundries Inc. Ordinary Shares,$46.68,0.66,1.434%,25839629509.00,United States,2021,1795518,Technology,Semiconductors
GOOG,Alphabet Inc. Class C Capital Stock,$165.11,1.71,1.047%,2032504100000.00,United States,2004,18492301,Technology,Computer Software: Programming Data Processing
GOOGL,Alphabet Inc. Class A Common Stock,$163.38,1.60,0.989%,2011207800000.00,United States,2004,22115714,Technology,Computer Software: Programming Data Processing
INTC,Intel Corporation Common Stock,$22.04,1.91,9.488%,94243040000.00,United States,,177560561,Technology,Semiconductors
INTU,Intuit Inc. Common Stock,$630.26,7.46,1.198%,176187292220.00,United States,1993,2069198,Technology,Computer Software: Prepackaged Software
JKHY,Jack Henry & Associates Inc. Common Stock,$173.03,1.14,0.663%,12615326437.00,United States,1985,427055,Technology,EDP Services
KLAC,KLA Corporation Common Stock,$819.43,23.68,2.976%,110151895777.00,United States,1980,1079275,Technology,Electronic Components
LOGI,Logitech International S.A. Ordinary Shares,$91.01,0.63,0.697%,14446718987.00,United States,1997,285921,Technology,Computer peripheral equipment
LRCX,Lam Research Corporation Common Stock,$821.01,23.69,2.971%,107339668410.00,United States,1984,1242697,Technology,Industrial Machinery/Components
MANH,Manhattan Associates Inc. Common Stock,$264.43,1.07,0.406%,16195265501.00,United States,1998,491666,Technology,Computer Software: Prepackaged Software
MCHP,Microchip Technology Incorporated Common Stock,$82.16,1.18,1.457%,44079257126.00,United States,1993,4872830,Technology,Semiconductors
MDB,MongoDB Inc. Class A Common Stock,$290.79,45.07,18.342%,21329648599.00,United States,2017,6875797,Technology,Computer Software: Prepackaged Software
META,Meta Platforms Inc. Class A Common Stock,$521.31,3.09,0.596%,1318818771506.00,United States,2012,9153026,Technology,Computer Software: Programming Data Processing
MNDY,monday.com Ltd. Ordinary Shares,$265.89,1.94,0.735%,13008376569.00,Israel,2021,338799,Technology,Computer Software: Prepackaged Software
MPWR,Monolithic Power Systems Inc. Common Stock,$934.68,4.07,0.437%,45567519360.00,United States,2004,520112,Technology,Semiconductors
MRVL,Marvell Technology Inc. Common Stock,$76.24,6.40,9.164%,65993344000.00,United States,2000,32022303,Technology,Semiconductors
MSFT,Microsoft Corporation Common Stock,$417.14,4.02,0.973%,3100617630250.00,United States,1986,24298262,Technology,Computer Software: Prepackaged Software
MSTR,MicroStrategy Incorporated Common Stock Class A,$132.42,-0.14,-0.106%,25731947094.00,United States,1998,7784982,Technology,Computer Software: Prepackaged Software
MU,Micron Technology Inc. Common Stock,$96.24,0.67,0.701%,106714889214.00,United States,,18807861,Technology,Semiconductors
NICE,NICE Ltd American Depositary Shares,$173.74,-0.58,-0.333%,10923150032.00,Israel,,439204,Technology,Computer Software: Prepackaged Software
NTAP,NetApp Inc. Common Stock,$120.72,1.52,1.275%,24721366216.00,United States,1995,3020411,Technology,Electronic Components
NTES,NetEase Inc. American Depositary Shares,$80.44,-0.09,-0.112%,51655079156.00,China,,1862873,Technology,Computer Software: Prepackaged Software
NTNX,Nutanix Inc. Class A Common Stock,$63.19,0.28,0.445%,15585233479.00,United States,2016,4566991,Technology,Computer Software: Prepackaged Software
NVDA,NVIDIA Corporation Common Stock,$119.37,1.78,1.514%,2928146100000.00,United States,1999,333122671,Technology,Semiconductors
NXPI,NXP Semiconductors N.V. Common Stock,$256.36,7.58,3.047%,65303333935.00,Netherlands,2010,2696449,Technology,Semiconductors
OKTA,Okta Inc. Class A Common Stock,$78.73,-0.78,-0.981%,13244460693.00,United States,2017,4433411,Technology,Computer Software: Prepackaged Software
ON,ON Semiconductor Corporation Common Stock,$77.87,1.57,2.058%,33356090831.00,United States,,4811336,Technology,Semiconductors
PANW,Palo Alto Networks Inc. Common Stock,$362.72,4.51,1.259%,117448736000.00,United States,,2986973,Technology,Computer peripheral equipment
PTC,PTC Inc. Common Stock,$179.09,1.98,1.118%,21515018520.00,United States,,1490077,Technology,Computer Software: Prepackaged Software
QCOM,QUALCOMM Incorporated Common Stock,$175.30,5.81,3.428%,195284200000.00,United States,1991,11108865,Technology,Radio And Television Broadcasting And Communications Equipment
QRVO,Qorvo Inc. Common Stock,$115.89,2.02,1.774%,10993481388.00,United States,,1760272,Technology,Semiconductors
SMCI,Super Micro Computer Inc. Common Stock,$437.70,-11.12,-2.478%,25630191868.00,United States,2020,10873762,Technology,Computer Manufacturing
SNPS,Synopsys Inc. Common Stock,$519.58,2.56,0.495%,79814629108.00,United States,1992,1233510,Technology,Computer Software: Prepackaged Software
SRAD,Sportradar Group AG Class A Ordinary Shares,$11.63,0.00,0.00%,12926336787.00,Switzerland,2021,310131,Technology,Computer Software: Programming Data Processing
SSNC,SS&C Technologies Holdings Inc. Common Stock,$75.09,0.94,1.268%,18428582394.00,United States,2010,1036031,Technology,Computer Software: Prepackaged Software
STX,Seagate Technology Holdings PLC Ordinary Shares (Ireland),$99.55,2.01,2.061%,20924936042.00,Ireland,2002,1975717,Technology,Electronic Components
SWKS,Skyworks Solutions Inc. Common Stock,$109.59,1.89,1.755%,17503317098.00,United States,,1812933,Technology,Semiconductors
TEAM,Atlassian Corporation Class A Common Stock,$165.60,-1.85,-1.105%,43060638456.00,Australia,2015,1428687,Technology,Computer Software: Prepackaged Software
TMUS,T-Mobile US Inc. Common Stock,$198.72,-0.71,-0.356%,231863323038.00,United States,,3915141,Telecommunications,Telecommunications Equipment
TTD,The Trade Desk Inc. Class A Common Stock,$104.53,1.02,0.985%,51384634751.00,United States,2016,2142510,Technology,Computer Software: Programming Data Processing
TTWO,Take-Two Interactive Software Inc. Common Stock,$161.71,1.21,0.754%,28344977384.00,United States,1997,1206516,Technology,Computer Software: Prepackaged Software
TXN,Texas Instruments Incorporated Common Stock,$214.34,3.25,1.54%,195702271709.00,United States,,5860949,Technology,Semiconductors
VOD,Vodafone Group Plc American Depositary Shares,$9.77,0.10,1.034%,25928056212.00,United Kingdom,,7554372,Telecommunications,Telecommunications Equipment
VRSK,Verisk Analytics Inc. Common Stock,$272.82,1.11,0.409%,38856065481.00,United States,2009,658996,Technology,EDP Services
VRSN,VeriSign Inc. Common Stock,$183.90,1.90,1.044%,17948640000.00,United States,1998,661519,Technology,EDP Services
WBD,Warner Bros. Discovery Inc. Series A Common Stock ,$7.84,0.11,1.423%,19222961425.00,United States,,25024343,Telecommunications,Cable & Other Pay Television Services
WDAY,Workday Inc. Class A Common Stock,$263.19,0.83,0.316%,69745350000.00,United States,,1706989,Technology,EDP Services
WDC,Western Digital Corporation Common Stock,$65.59,2.56,4.062%,22526989329.00,United States,,6416169,Technology,Electronic Components
ZM,Zoom Video Communications Inc. Class A Common Stock,$69.08,-0.86,-1.23%,21262078972.00,United States,2019,5144154,Technology,Computer Software: Programming Data Processing
ZS,Zscaler Inc. Common Stock,$199.98,2.73,1.384%,30226794418.00,United States,2018,1433220,Technology,EDP Services
