Symbol,Name,Last Sale,Net Change,% Change,Market Cap,Country,IPO Year,Volume,Sector,Industry
FLEX,Flex Ltd. Ordinary Shares,$14.25,-0.22,-1.52%,6521410755.00,Singapore,1994,2321551,Technology,Electrical Products
FORM,FormFactor Inc. FormFactor Inc. Common Stock,$34.38,-4.35,-11.232%,2683835851.00,United States,2003,822573,Technology,Semiconductors
FROG,JFrog Ltd. Ordinary Shares,$21.94,0.87,4.129%,2167671035.00,United States,2020,682768,Technology,Computer Software: Prepackaged Software
FRSH,Freshworks Inc. Class A Common Stock,$13.47,0.32,2.433%,3827787424.00,United States,2021,1877660,Technology,EDP Services
FSLR,First Solar Inc. Common Stock,$68.15,0.02,0.029%,7263712549.00,United States,2006,1079760,Technology,Semiconductors
FTNT,Fortinet Inc. Common Stock,$57.37,0.79,1.396%,45232325482.00,United States,2009,2661718,Technology,Security Systems Services
GDRX,GoodRx Holdings Inc. Class A Common Stock,$6.16,0.24,4.054%,2442180233.00,United States,2020,1274549,Technology,Retail: Computer Software & Peripheral Equipment
GDS,GDS Holdings Limited ADS,$34.19,0.80,2.396%,6515045500.00,China,2016,542883,Technology,Computer Software: Programming Data Processing
GLBE,Global-E Online Ltd. Ordinary Shares,$22.03,1.86,9.222%,3447023526.00,Israel,2021,1140275,Technology,Computer Software: Prepackaged Software
GOOG,Alphabet Inc. Class C Capital Stock,$2181.62,-5.83,-0.267%,1436596501661.00,United States,2004,1550583,Technology,Internet and Information Services
GOOGL,Alphabet Inc. Class A Common Stock,$2174.75,-4.51,-0.207%,1432072607506.00,United States,2004,1771915,Technology,Internet and Information Services
GTLB,GitLab Inc. Class A Common Stock,$54.35,1.21,2.277%,8027495000.00,United States,2021,1753701,Technology,EDP Services
HCP,HashiCorp Inc. Class A Common Stock,$29.97,0.53,1.80%,5525985123.00,United States,2021,816735,Technology,EDP Services
HOOD,Robinhood Markets Inc. Class A Common Stock,$8.18,-0.04,-0.487%,7131625458.00,United States,2021,10369452,Technology,Computer Software: Prepackaged Software
INTC,Intel Corporation Common Stock,$36.34,-1.07,-2.86%,148594260000.00,United States,,40585287,Technology,Semiconductors
INTU,Intuit Inc. Common Stock,$388.31,2.87,0.745%,109533329578.00,United States,1993,1132842,Technology,Computer Software: Prepackaged Software
IPGP,IPG Photonics Corporation Common Stock,$90.94,-3.19,-3.389%,4717297609.00,United States,2006,313273,Technology,Semiconductors
IQ,iQIYI Inc. American Depositary Shares,$4.37,0.17,4.048%,3763771969.00,China,2018,8105046,Technology,Internet and Information Services
JAMF,Jamf Holding Corp. Common Stock,$26.24,1.47,5.935%,3144297085.00,United States,2020,480244,Technology,Computer Software: Prepackaged Software
JKHY,Jack Henry & Associates Inc. Common Stock,$184.27,4.25,2.361%,13426245176.00,United States,1985,460147,Technology,Retail: Computer Software & Peripheral Equipment
KLAC,KLA Corporation Common Stock,$296.26,-22.82,-7.152%,42272168877.00,United States,1980,2323216,Technology,Electronic Components
KLIC,Kulicke and Soffa Industries Inc. Common Stock,$39.01,-3.80,-8.876%,2306665942.00,Singapore,,1591516,Technology,Semiconductors
KNBE,KnowBe4 Inc. Class A Common Stock,$16.28,0.66,4.225%,2850208953.00,United States,2021,696687,Technology,Computer Software: Prepackaged Software
LBTYA,Liberty Global plc Class A Ordinary Shares,$21.54,0.49,2.328%,10873765181.00,United Kingdom,,1267297,Telecommunications,Cable & Other Pay Television Services
LBTYB,Liberty Global plc Class B Ordinary Shares,$22.40,0.00,0.00%,11307908080.00,United Kingdom,,40,Telecommunications,Cable & Other Pay Television Services
LBTYK,Liberty Global plc Class C Ordinary Shares,$22.63,0.54,2.445%,11424016065.00,United Kingdom,,2902856,Telecommunications,Cable & Other Pay Television Services
LFUS,Littelfuse Inc. Common Stock,$248.31,-5.73,-2.256%,6142871812.00,United States,,79819,Technology,Electronic Components
LITE,Lumentum Holdings Inc. Common Stock,$77.82,-1.60,-2.015%,5369580000.00,United States,,766640,Technology,Computer peripheral equipment
