Symbol,Name,Last Sale,Net Change,% Change,Market Cap,Country,IPO Year,Volume,Sector,Industry
JD,JD.com Inc. American Depositary Shares,$40.29,0.22,0.549%,63073995000.00,China,2014,7346028,Consumer Discretionary,Catalog/Specialty Distribution
KMB,Kimberly-Clark Corporation Common Stock,$130.48,3.11,2.442%,44037958898.00,United States,,1569793,Consumer Discretionary,Paper
LBRDA,Liberty Broadband Corporation Class A Common Stock,$78.68,0.64,0.82%,11510850561.00,United States,,157965,Consumer Discretionary,Telecommunications Equipment
LBRDK,Liberty Broadband Corporation Class C Common Stock,$78.74,0.62,0.794%,11519628536.00,United States,,628833,Consumer Discretionary,Telecommunications Equipment
LCID,Lucid Group Inc. Common Stock,$8.19,0.00,0.00%,14973860563.00,United States,,8224974,Consumer Discretionary,Auto Manufacturing
LI,Li Auto Inc. American Depositary Shares,$23.38,-0.32,-1.35%,22813082952.00,China,2020,2219067,Consumer Discretionary,Auto Manufacturing
LKQ,LKQ Corporation Common Stock,$53.80,0.23,0.429%,14374014193.00,United States,2003,1125450,Consumer Discretionary,Automotive Aftermarket
LOW,Lowe's Companies Inc. Common Stock,$189.46,-0.23,-0.121%,114566949860.00,United States,,2692427,Consumer Discretionary,RETAIL: Building Materials
LULU,lululemon athletica inc. Common Stock,$313.45,5.23,1.697%,39969494313.00,Canada,2007,1507280,Consumer Discretionary,Department/Specialty Retail Stores
LUV,Southwest Airlines Company Common Stock,$29.63,0.01,0.034%,17608711277.00,United States,,6308096,Consumer Discretionary,Air Freight/Delivery Services
LVS,Las Vegas Sands Corp. Common Stock,$54.35,-0.38,-0.694%,41538257714.00,United States,2004,3291534,Consumer Discretionary,Hotels/Resorts
LYV,Live Nation Entertainment Inc. Common Stock,$65.95,0.61,0.934%,15226528020.00,United States,,1911139,Consumer Discretionary,Movies/Entertainment
MA,Mastercard Incorporated Common Stock,$351.63,-2.74,-0.773%,335188672230.00,United States,2006,2971516,Consumer Discretionary,Business Services
MAR,Marriott International Class A Common Stock,$156.56,-3.42,-2.138%,48239448653.00,United States,,2509802,Consumer Discretionary,Hotels/Resorts
